listing_id,id,date,reviewer_id,reviewer_name,comments
678602,463024668,2019-06-02,79086573,David,"This is a wonderful place. Leigh is helpful, and the space is large, clean, with a wonderful kitchen. We also enjoyed the back patio. The only drawback was the noise from the street and from partying neighbors."
21782254,273027066,2018-06-04,58542294,Jeri,"This apartment was amazing and clean! It was beautiful, well-maintained, and very private. My husband and I couldn’t have found a better place to stay. We would recommend Paula’s place to anyone that comes to Denver! "
26029313,315417783,2018-08-28,61740714,Vinh,"Amazing place to stay, we had so much privacy and the place is super squeaky clean and bright and very comfortable to stay at. Cindy was also very friendly and quick to respond to our needs."
23257443,479163498,2019-06-30,110317255,Nicholas,"Large and clean space, great for larger groups. The yard is nice too if the weather cooperates."
8411050,294909107,2018-07-22,122939614,Maikalina,"This is the second time my fiance and I have stayed with Dave, which speaks to his accommodations and interactions.

Dave is quick/clear with communication and probably one of the most chill hosts you'll come across. 

We never have to pack toiletries, as he provides all of them in each room. We've also heard that many AirBnBs in the area don't have AC, but each of Dave's rooms do.

The house itself is in a great location, with just a $5 Lyft or Uber to downtown Denver.

Overall, great stay for those who will be in-and-out throughout the trip."
9135545,159816876,2017-06-11,80982884,Aquiles,Perfect!
14724270,290555588,2018-07-14,35520496,Aamir,I would highly recommend Robert's place. The whole house is a beautiful and eclectic collection of art and furniture that is worth admiring. Robert was extremely helpful in getting any issues sorted out and he made sure our stay was nothing less than comfortable.
24017637,336705178,2018-10-14,191189350,Eric,Unbelievable experience
20292902,415861641,2019-02-23,182654255,Stephanie,"Perfect room for two! Stephanie has great amenities for a great price! Although we did not use them all, she still has them available. She is super friendly. I loved the chocolate she had available in the room, the water ready to drink, and was excited to see she had a bath bomb, but did not end up using it. Overall great experience!"
16589595,127859945,2017-01-21,108416210,Nasser,"It was a pleasure staying in Dan and Tiela house. Very organized, clean, and welcoming people. I just can say it is a 5 stars house and encourage everybody to book with them. Miss you friends"
18331882,327337237,2018-09-23,187660866,Dan,"Clean, comfortable, convenient, and exactly as described. We would absolutely stay here again!"
29283226,488184594,2019-07-14,236384143,Wayne,"Tonya's place was fantastic. After spending the day hanging out with family we were visiting and sightseeing,  it was wonderful to head back to that big couch and relax. It was like home."
24101544,291339712,2018-07-15,41281403,Kimberlyn,"It was a bit hot at night for sleeping with no A/C or thermostat access but overall an amazing stay! Beautiful space, responsive hosts, and awesome location."
23103015,322627079,2018-09-13,172707327,John,Great location   Spacious.  Platt Park is the best awesome value
7479013,461553242,2019-05-31,62557039,Brittany,Briana was super accommodating and was always quick to respond.  She was also super helpful with recommendations for stuff around the city!
13969736,96966255,2016-08-25,82159719,Chris,"Jacob's space was awesome and comfortable.  We stayed there over a week and it served us well.  He made sure to let us know to ask if we needed anything, but was also very unobtrusive.  The location is in a quiet nice neighborhood and within driving distance of a lot of cool places.  If you have never been to Denver, make sure you rent a car."
17845387,230971447,2018-01-29,940390,Derrell,Exceeds all expectations.  The amenities made for a very comfortable stay. Karen and her family were warm but never intrusive. Would highly recommend to anyone.
28048088,429704653,2019-03-28,25497368,Carly,"Beautiful home! Great place, clean, stylish, and affordable! Scott and evelyn were easy to communicate with!"
10343072,223102154,2017-12-31,49626017,Jody,Thank you.
28913988,425685085,2019-03-18,72698090,Nicole,Great location and place! The bed is SO comfortable! Would recommend.
98008,50395077,2015-10-11,5149791,Barbara,"My review can only repeat what others' have written - that this house (home) is a beautifully restored Queen Anne that sends you back to  the turn of the (20th) century - but with modern amenities!  The location lets you walk to nearby terrific restaurants and attractions if you wish, though it's fun just walking around the neighborhood to view other restorations and beautiful front-yard gardens.  Plus, Jim is exceedingly gracious and accommodating.  He will give you tips on things to see and do, and offer directions on the best way to get to them! Plus, he truly means it when he says to make yourself at home.  This is a unique airbnb experience, made possible by Jim's hospitality."
24778264,457274842,2019-05-23,110160614,Benjamin,It was just as advertised! Quick response! Washer and dryer a huge plus! Quiet!
2817786,528265810,2019-09-12,50934271,Pete,"Perfect location in Denver.  One block from market, pharmacy, and dry cleaners.  Within 4 blocks of rec facilty, restaurants and shops.  Within one mile from train station, pro sports venues, 16th street mall.  Well appointed home, in mature landscape neighborhood, with lots of things to do!"
23557779,359697445,2018-12-17,114239683,Stephen,"This spot is in a great location. I was able to walk to several great restaurants, and anything not in walking distance was close enough for a very cheap uber ride. The place has excellent decor and was very clean. Tim was quick to respond to any questions I had. I’d definitely recommend to anyone looking for a nice stay in the city."
21865169,313608046,2018-08-25,14423455,Patrick,"We really enjoyed staying at Shalom and Jonathan's place. The house was nice, well equipped and decorated, and clean when we arrived. It had plenty of room for our large group. It's in a convenient location for car-based travel around the Denver area.  I appreciated the hosts' thorough and detailed communication, and their quick responses. Thanks guys, and maybe see you again next time we're in Denver!"
23452346,265938957,2018-05-18,76397998,Shaylee,"Michelle and Stephen's place was fabulous. It was sparkling clean, newly updated, complete privacy, easy directions, and they communicated super fast! I also had two small dogs with me on this trip and their place was perfect for my fur babies. So appreciative of the hospitality and we look forward to staying again!!"
13764044,323464993,2018-09-15,36431098,Whitney,"I had a wonderful and relaxing stay at Maria and Scott’s place. This was my first trip to Denver and their place was great! Super cute, spotless, and centrally located for my work conference. I love that it’s so close to a mall, too!"
17405963,244875677,2018-03-19,122948744,Feodosia,"LOVED our stay! He was very kind and helpful, the place was nice, super clean and sooo close to downtown without actually being downtown. Definitely what I was looking for since I had my dogs with me. Very huge plus having a decent sized fully fenced back yard. Didn’t even hear the neighbors, and when we wanted to go out it was just a $5 uber ride to popular bars. Would definitely stay here again, probably one of the best air bnbs I’ve stayed in so far. Overall I give it five stars."
24262468,340077506,2018-10-22,210843003,Sierra,"Clean, tastefully and artfully decorated, with all the amenities of home and more! The location is in a beautiful part of the Capitol Hill district and within walking distance to many great restaurants! The hosts are quick to respond and so friendly, I will definitely be staying here again!"
16203754,324755094,2018-09-17,66964342,Chassity,Jessica is a very friendly host and she responded to my questions quickly. This space is close to public transportation and is near Downtown. Good value for the location.
8941796,151228885,2017-05-11,57794464,Sam And Jake,"Chris' place is excellent - very clean, very private, and very nice. We would definitely stay there again!"
34345369,498991310,2019-07-30,8088014,Marianne,Sara’s place was in a great location. It was a cozy space and was perfect for what I needed after a long day’s work.
6913874,102630485,2016-09-18,26871763,Seth,Very cozy and clean. It was a great place to stay for a few days. Location was close to most downtown activities.
29186188,349166694,2018-11-16,223881961,Aaron,"This location is a hidden gem in Downtown Denver! With easy access to all forms of Public Transportation, you can easily move around Downtown to see all the sites!  I would highly recommend this location and host!"
32011338,567873911,2019-11-23,297164,Whitney,"Everything about our stay was perfect. LeAnn and Lucas are wonderful hosts and their home is sparkling clean, stylish, beautiful, and well appointed. The amenities they offer are wonderful and they even have a list of things to do in the area and good places to eat. We were very impressed and would love to go back."
13474217,536900461,2019-09-27,29765821,Joceline,Super great and chilled spot to hang out and to stay if you’re coming Out of town . has amazing amenities surrounding and 3 guys pies is a must plus the voodoo doughnuts.
28689249,522886265,2019-09-02,35977974,Jake,Great spot. Easy access to downtown and highways. Great roof deck.
21080559,541040891,2019-10-04,46412655,Kristen,Great stay!  Very friendly and warm hosts. Would recommend and stay again.
665622,162886794,2017-06-22,130503857,Adair,Lovely! Exactly what we needed.  Amazing communication 5 star!
24828537,335653281,2018-10-12,127238585,Trey,Good spot
1594161,78761209,2016-06-09,75750845,Veronica,We loved everything about this place!! The rooms were very cozy. Brian and Tarryn gave us a wonderful stay in Denver. We'll definitely be back!!
22083484,402505258,2019-01-18,218674899,Todd,"This is an amazing place that has it all! Great location, amazing food, close to everything and an incredible host.
Must stay!"
18227184,228051635,2018-01-17,84601740,Tenzin,Amazing rooftop view and great hospitality.
7931953,446963771,2019-05-02,237246029,Samuel,Very nice and personable hostess.  My wife and I had a great time!
23123917,539610699,2019-10-01,260483722,Casey,Great place to stay!! Soraya is great host!
25540293,516704295,2019-08-24,124284568,Lisa,"Sydney’s place is a gem!  Great location with walk ability in the Cap Hill neighborhood, but also a close to Uber to downtown Denver. She’s very available if you any questions. The place is super clean, cute and cozy! Loved the perineal touch, like the kind card and bottle of  wine to welcome you! Would definitely stay here again!"
142683,270875849,2018-05-30,126773632,Linda,Great place. Nancy & Allison were wonderful & very accommodating.
13526515,318329211,2018-09-03,3091972,Elizabeth,Wonderful home in a great location. Walkable to main areas. Great for a big family
24043228,328936184,2018-09-27,6928729,Marc,"Seth & Jen's place was adorable and perfect for me and my wife's stay in Denver. Check-in was easy, and the yard was great for our 2 dogs. We would definitely stay again!"
21422875,241100469,2018-03-07,131039409,Sarah,"Nice, clean place to stay near the zoo and some good restaurants. A very short ride to downtown attractions. Michelle was very nice and always quick to respond to questions."
15948617,497713227,2019-07-28,59950850,Bosco P.,Great response time and plenty of beds for people who are looking to just stay to rest and shower.
20267608,308076596,2018-08-15,41384456,Erin,This place was sparkling clean and close to everything in downtown Denver. I definitely recommend it!
18736259,437436476,2019-04-14,188301411,Alicia,Great location! Very homey and clean.
18105941,197468578,2017-09-25,103710821,Johnny,The Blue Room is an absolute gem. My girlfriend and I spent a long weekend and this was the perfect place for us. The house is a peaceful and full of beauty in every room. Tobi was am amazing host and we would definitely stay here again 
13447168,214382957,2017-11-25,11541937,Rene,Great place with good thought put into what travelers need while on the go. Will definitely come back to Judy& Marty's place next time we are in Denver.
19436429,213372263,2017-11-20,265259,Jenny,"Thank you for being such great hosts!  I stayed in your place with 4 teenage girls and they were able to spread out and enjoyed the amenities outside.  We also really enjoyed all the extra touches such as snacks, a welcome note, and easy access to everything we needed!"
13789731,417294424,2019-02-26,795353,Brad,Fantastic location and a great experience!
17574946,273022345,2018-06-04,110149518,Mallory,"Had a great time. Thanks, Bill and Linda!!!"
15641776,341706704,2018-10-27,53993148,Naomi,"We had a great stay at Mike’s place. Three of us were in town for a nurse’s convention. We walked to and from the convention center, it was a nice walk besides having to wait for the crosswalk lights to change. Give yourself a few extra minutes for that. There is a Starbucks for coffee each morning right by the house which was nice. The space itself is really great, Mike has many nice touches ready for guests, he has thought of everything! The light rail train has a stop quite near the house that will take you downtown where all the action is. Thanks Mike for the great stay, we’ll be back!"
1733052,10096001,2014-01-30,11331009,Samantha,"Great experience!  Jason & Vibeke were gracious hosts & the basement suite was a perfect accommodation for our mini stay in Denver.  The location was excellent...just a stones throw from the Ogden Theater, a short walk to Watercourse, and a cute little coffee shop across the street.  Parking was easy to come by and the neighborhood was lovely.  Would definitely stay here again in the future.  "
36981828,494616208,2019-07-24,272361119,Ryan And Nayely,Friendly and very welcoming make stay very pleasant
21355645,554057045,2019-10-25,160749421,Ivy,"A lovely place outside of Denver, easy to get in, and check out. Great facilities, where you can connect your device to the tv and cast netflix, youtube etc. Also if you love dogs, the st Bernard is very friendly and loves a cuddle"
28712860,441323129,2019-04-21,53073711,Carissa,Great location. Walking distance to all the great restaurants and bars in RiNo. Combortable accommodations.
5500958,70407301,2016-04-17,65933949,Mechele,The apartment was fantastic and very clean.  It was in a great location within easy walking distance to many of the downtown sights.  This was our first time trying airbnb and Casey was very helpful and made us feel right at home...the keg of Left Hand also helped!  Thanks for opening up your home to us.  
12990793,92869719,2016-08-10,27328880,David,I had a wonderful time here. Pat's place is amazing. Great location. Close to downtown. Suite is nicely furnished and decorated. Happy with my stay. Hope to come back in the future. 
22408497,244511893,2018-03-18,176246637,Jimmy,"Great, clean room with great amenities! I appreciate the attention to the little stuff like complimentary toiletries such as your basic shampoo and conditioner but also little stuff you forget to pack like q-tips, a hair dryer, and cotton swabs! Oh, and they have an amazingly comfy bed! Communication was also very good between us! Would definitely recommend this place to anyone visiting in the Denver area!"
10927816,523439401,2019-09-03,4310320,Halley,"Hostel Fish was a great choice as I was passing through Denver. There was wonderful hospitality and charm! For it being bunk beds, I was surprised at how incredibly comfortable the sleep was!"
22816239,445599948,2019-04-29,208931445,Lindsey,"Beautiful place, great location. Patty was a kind, easy to work with host.  The porch was gorgeous and a wonderful place to relax after a day on the town!"
12864305,149114114,2017-05-02,85731053,Claire,"Very lovely place, private and close to the park and restaurants.  No TV, no kitchen. Nice fenced yard.  "
11295273,126302897,2017-01-10,7228445,Patrick,"Clean, quiet and convenient - not to mention incredibly friendly hosts. Will stay here again!"
26158183,422258239,2019-03-10,217460081,Ben,"Fantastic home, great location, we were so happy!"
2467260,85590474,2016-07-12,67119769,Bobbi,"We loved Ryan's apartment. It's a great location, was really comfortable for our family of 3, and it had everything we needed. Ryan was attentive throughout the entire process. I even had something shipped to his house from Amazon, and he left it on our doorstep! We were a little nervous to stay below an owner with a dog because we had s bad experience before, but we NEVER heard Ryan's sweet dog. When we come back to Denver, we'll stay here again!"
14902544,237118860,2018-02-21,31611569,Kim,This place is in a GREAT location- walking distance from some really incredible restaurants and cafes. It was also nice having a garage to park in on a snowy Denver day. Beds were very comfortable and the host was very detailed and responsive!
662431,405227043,2019-01-26,106447273,Bill,Highly recommend!  Great space in great location!  Clean and well appointed space.
31566077,531106538,2019-09-16,239573742,K,Great place. Walk to everything. Views from the roof are amazing.
21803491,265063490,2018-05-15,136123195,Adam,This apartment was a fantastic stay! Great location close to ballpark and host was both friendly and accommodating. Would recommend!
18306843,236650735,2018-02-19,133636486,Kate,Looks exactly like the pictures! Tony was a great host and was always readily available to answer any questions we had. We’d stay with Tony again!
18871415,197174923,2017-09-24,145420623,Gabriel,"I loved the fact that it's located near downtown. The place is big enough for 5-6 people and in great condition. Everything was clean, organized and the neighborhood is quiet and calm."
3961440,37992278,2015-07-12,16929949,Eisa,"Erika was a wonderful hostess for our trip. She was incredibly accommodating throughout, including when she stuck around when we were late arriving for check-in (sorry Erika!)

Erika's home was clean, prepared, and had all of the necessities (including the ones travelers often forget) readily available and easy to find and use. The house was a nice walk or quick Uber ride to many restaurants and bars in the area, but was separated enough from all of the attractions to ensure we had quiet in the evenings when we needed to sleep.

I'd greatly recommend Erika for anyone traveling to the Denver area!"
19950732,202029944,2017-10-09,88537,Gregory,The place was clean and comfortable. The neighborhood was beautiful and easy to get around. Anything that you might need is available in the apartment. I would love to stay here again.
4978830,242277470,2018-03-11,176741011,Tien,The home is beautiful and spacious in a quiet neighborhood. We had a nice stay.  Thank you Araceli for the friendliness and quick response.
34147762,468977212,2019-06-13,131649245,Caitlin,Nice place and great location!
21828418,472926452,2019-06-20,29181952,Bo,Great space & location! Very comfy bed :)
16392236,407300935,2019-02-01,57736927,Skyler Preston,Great home and location!
38642049,551944112,2019-10-20,259648777,Max,"Great space, good communication."
39393384,560439479,2019-11-06,53455376,Aaron,Great place!
22123062,559148252,2019-11-03,305546625,Stephen,Best place to stay in Denver and great price.
30255388,409411546,2019-02-07,56268654,Rachel,"We loved our quick stay in Denver! This place was perfect and so cute. The locks are a bit confusing, so just be careful to make sure they lock behind you. Would definitely recommend!"
21924212,405707992,2019-01-27,179585910,Carlos,Cozy and peaceful. Thank you. until next time.
20283662,268024163,2018-05-23,55837630,Matt,"Comfortable bed, great price! Drew and Joanna were very quick to respond. Would definitely recommend this place to anyone looking for an Airbnb in Denver!"
21189932,219135946,2017-12-16,29476435,Amy,"Fantastic eclectic spot within reach of everything that Denver has to offer. Super close to the airport train and a short Uber drive from everything else.

We felt at home the minute we got there and were sad when we had to leave. That says it all-it was wonderful!

Sam’s tips were right on the money and really did help us sort out a plan of what to do in the area."
7899712,53439733,2015-11-08,31813705,Leslie W.,"Dan and Jon are stellar host who went above and beyond during my stay. They lavished me with home cooked meals and offered rides to make sure my stay was very enjoyable & carefree. 

The room itself is on the top level of the home and is secluded from the rest of the house for extra privacy.  The room is larger than it appears in photos and has a great set up for watching TV / lounging or doing work, in addition to a very comfortable bed to lay your head after a day of exploring Denver.  The bathroom is huge with a nice standup shower and jacuzzi bathtub (with plenty of salts to really chill out).

The property is centrally located so you can easily hop to Cherry Creek or downtown amongst other neighboring areas.

Can’t say enough good things about the host and the home has a very laid back vibe & open feel.  Highly recommended!!! "
29283226,533433344,2019-09-21,180000655,Monica,"If you’re looking for a magical place, look no further. I fell in love the moment I stepped through her fence doors. She has a beautiful outside area and very spacious. We enjoyed many nights out there during our stay. It was comfortable and perfect for Instagram photo sessions. Now for the inside, just WOW! It was beyond beautiful, I was left speechless. The kitchen was AMAZING, I could not stop taking pictures. The bedrooms were nicely decorated and the beds were comfortable and clean! the bathroom decorations looked as if they belonged to the royal family. The color schemes were on point!!! If I could describe what this place looked like. I’d say it looks like a modern cottage. Also the area it’s located in, is the best!! Near so many things. As for the lovely host, she was very sweet and helpful. I couldn’t have asked for a better host!! I definitely look forward to the day I can return!!"
28464192,348059291,2018-11-12,36789043,Erica,Super close to so many great spots in the neighborhood! Easy to park right at the front door and very cozy inside.
11338921,325780823,2018-09-20,115940233,David,Beautifully decorated space. Such a cool layout. Close to everything to do and lots of good food choices. Great place.
30955430,559731334,2019-11-04,77747654,J.R.,"Fabulous entertaining house with large open kitchen/dining room. Bedrooms are spacious enough with comfortable beds/linens. Kitchen was stocked with adequate dishes/silverware but could always use more. Regular coffee maker should be larger although the Keurig coffee maker with select coffees  was a nice surprise.  No ice maker in the freezer which should be addressed. The sofa bed on the 3rd floor was broken and unusable; definite issue when counting on that space. We were lacking electrical power in one bathroom (plugs/lights) for the 1st day and it took over 24 hours to get it corrected. 
Location is fantastic with plenty within walking distance.  We especially enjoyed Gaetano's Italian restaurant up the street.
Overall this home is definitely a pleasure to stay at and would recommend it to others assuming the few things mentioned above are corrected."
17406600,408183643,2019-02-03,235065291,Dinara,"Отличное расположение, близко к аэропорту! Всё было замечательно, комфортно, идеально чисто, и тихо!   Всем рекомендую! Хозяин очень добродушный! Спасибо!"
10343072,242881790,2018-03-13,171033741,Kimberly,I would recommend this lovely home.   I didn't have to bring a thing.  The house was clean and best of all Allison accommodated my small dog while she was there for surgery.   Everything was close to get to and Allison stayed in communication with me should I have an issue.
34570890,492919099,2019-07-21,199504476,Meshach,Had an amazing stay. Host is quick to respond and very helpful.
23905333,427450486,2019-03-23,236434235,Rachel,Rachel's place was great! The space was very cute and close to downtown. We appreciated all their tips and recommendations on places to see/eat
12864305,170470970,2017-07-15,35026586,Juli,"Great location, easy check-in. This spot was perfect for 4 girls on a reunion. The front porch was especially nice!"
13059132,548056556,2019-10-16,76524293,Shannon,"Great location, wonderful and responsive hosts. Can't wait to come back when I'm in town again!!"
13751109,103639754,2016-09-23,32435490,Harold,"Excellent location. Great- clean and quality !! Tracy was GREAT-very easy to communicate with (smooth). Will definitely come back to LoHi loft.
Very comfortable stay. 
Thank you Tracy!

Cheers,

H"
34751139,518450673,2019-08-26,911384,Matthew,"Very clean place, good location, brand new everything. It was missing some essentials for cooking (oil, sharp knives, etc) but they went out of their way to accommodate my mistake while booking the dates, so I can't be upset about this place not being fully ready. Enrique was especially great and accommodating."
29259757,535077177,2019-09-23,77988208,April,"Such a cute spot in a great location! The place was much bigger than I expected and close to everything. It was very clean, the beds were comfortable and it was nicely decorated. You could hear the upstairs neighbors a little bit better than I was expecting but it was not a deal breaker. We would happily stay here again."
592,4692947,2013-05-20,686684,Tushar,I had a great stay at Jill's place. She has a lovely home and is very welcoming of her guests. Jill was very accommodating of my arrival and departure times and I enjoyed chatting with her. Highly recommended!
32291644,514752590,2019-08-21,55180190,Tim,"This place has a dope movie theme. They get cool points for having one of my favorite movies ""Argo."" Good hospitality!"
